Token ID,Bullish Bear Rating,Vessel Type,Vessel Frequency,Class,Class Frequency,Weapon,Weapon Frequency,Secondary Weapon,Secondary Frequency,Shield,Shield Frequency,Propulsion,Propulsion Frequency,Material,Material Frequency,Extra,Extra Frequency
792,4,Lightning The Benevolent Medical of Virgo +1,1,Kongo,307,Pulse Canon,612,Flaming The Powerful Kinetic Energy Blast of Gliese 667C +1,7,Subatomic The Benevolent Gamma of Taurus,1,Supercosmic Adventurer Nuclear Pulse of Aquarius,11,Wooden,407,Galactic Voyager Killer Drone of Wolf 1961,6
793,4550,Minesweeper of Aquarius,6,Enterprise,319,Electron Beam,525,Thermonuclear Bomb of Leo,34,Quantum,709,Alcubierre Drive,378,Copper of Libra,27,Escape Pod,930
794,1666,Tug,343,Virginia,305,Gravity Canon,567,Gravimetric Torpedo,540,Lightning Deluxe Twin Bed Dark Energy of Virgo +1,1,Nuclear Pulse,390,Silicon Carbide,352,Killer Drone,962
795,601,Courier,326,Liaoning,323,Overclocked Havoc Tetryon Canon of Sagittarius +1,3,Lightning The Tyrant Photon Torpedo of Virgo +1,2,Electromagnetic,678,Nuclear Pulse,390,Wooden,407,Disco Light,960
796,2081,Dreadnought,350,Kongo of Aquarius,14,Proton Beam,567,Hydrogen Bomb,569,Quasar of Taurus,9,Solid Fuel Rocket of Cancer,147,Copper,402,Overclocked The Benevolent Tractor Beam of Sagittarius +1,6
797,4979,Tanker,343,Admiral Kuznetsov of Capricorn,32,Starburst Stream,610,Fractional Orbital Bombardment,585,Plasma of Aquarius,8,Alcubierre Drive of Tau Ceti,142,Gold,559,Cocktail Bar,978
798,6721,Courier,326,Nimitz of Libra,26,Gravity Canon,567,Kinetic Energy Blast,610,Electromagnetic,678,Antimatter Rocket,395,Diamond,387,Warp Core,962
799,3795,Cruiser,363,Ticonderoga,302,Tetryon Canon,578,Anti-gravitational The Tyrant Spatial Torpedo of Pisces +1,7,Gamma,755,Magnetic Sail,378,Copper of Aries,29,Tractor Beam,917
800,2931,Supercosmic The Powerful Battleship of Aquarius,3,Liaoning,323,Plasma Beam of Virgo,37,Thermonuclear Bomb,514,Quasar,728,Light Sail of Taurus,79,Titanium of Cancer,37,Killer Drone,962
801,1453,Galactic Ultimatum Tanker of Wolf 1961,2,Arleigh Burke,327,Starburst Stream,610,Fractional Orbital Bombardment,585,Galactic Adventurer Plasma of Wolf 1961,2,Fission-Fragment,352,Adamantium,407,Warp Core,962
802,5680,Scout Ship,335,Ticonderoga of Gliese 667C,10,Tetryon Canon,578,Electromagnetic Pulse Bomb,560,Plasma,737,Solid Fuel Rocket of Cancer,147,Vibranium,377,Killer Drone,962
803,1517,Supercosmic Voyager Transport Ship of Aquarius,2,Brandenburg,320,Starburst Stream,610,Rail Gun,551,Dark Energy,707,Subatomic The Destroyer Light Sail of Taurus,10,Silicon Carbide,352,Killer Drone of Wolf 1961,38
804,6620,Minelayer,350,Dolphin,345,Gravity Canon,567,Fractional Orbital Bombardment,585,Plasma of Cancer,24,Kryptonite Thruster,405,Gold,559,Escape Pod,930
805,7308,Cruiser,363,Nimitz,316,Gravity Canon,567,Rail Gun,551,Gamma,755,Infinite Improbability Drive,354,Tungsten Carbide,571,Tractor Beam of Gliese 667C,43
806,3999,Tanker of Tau Ceti,11,Kirov of Scorpio,14,Tetryon Canon of Cancer,71,Positron Torpedo,576,Electromagnetic,678,Fusion-Electric,384,Glass,349,Warp Core of Libra,67
807,6752,Battleship,328,Incheon of Cancer,27,Soliton Canon,568,Rail Gun,551,Electromagnetic,678,Nuclear Fusion,365,Diamond,387,Cocktail Bar,978
808,4780,Transport Ship,346,Barracuda,297,Starburst Stream of Aquarius,41,Thermonuclear Bomb,514,Nuclear,711,Magnetic Sail of Gemini,92,Titanium of Tau Ceti,29,Disco Light of Wolf 1961,45
809,4536,Scout Ship,335,Cavour of Leo,13,Plasma Beam of Virgo,37,Electromagnetic Pulse Bomb,560,Electromagnetic,678,Quantum Voyager Fusion-Fragment of Scorpio,10,Adamantium,407,Disco Light,960
810,4168,Medical,325,Koni,292,Gravity Canon,567,Kinetic Energy Blast of Libra,69,Electromagnetic,678,Magnetoplasmadynamic Thruster of Leo,71,Carbon Fibre,379,Doomsday Deluxe Twin Bed Disco Light of Leo,4
811,5552,Cargo,327,Admiral Kuznetsov,328,Pulse Canon,612,Spatial Torpedo,608,Electromagnetic of Taurus,12,Ion Thruster,386,Vibranium,377,Cocktail Bar,978
812,1811,Carrier of Aries,7,Quantum Adventurer Koni of Scorpio,1,Particle Beam,574,Fractional Orbital Bombardment,585,Gamma of Wolf 1961,9,Fission-Fragment,352,Titanium,382,Tractor Beam of Gliese 667C,43
813,1691,Cargo,327,Anti-gravitational Havoc Soryu of Pisces +1,1,Soliton Canon,568,Gravimetric Torpedo,540,Plasma,737,Alcubierre Drive,378,Diamond,387,Escape Pod,930
814,2221,Minelayer,350,Koni,292,Pulse Canon,612,Anti-gravitational The Tyrant Thermonuclear Bomb of Pisces +1,2,Gamma,755,Alcubierre Drive,378,Wooden,407,Warp Core,962
815,4113,Scout Ship,335,Brandenburg,320,Plasma Beam,578,Gravimetric Torpedo of Libra,74,Plasma of Virgo,13,Magnetoplasmadynamic Thruster,400,Quantum The Powerful Adamantium of Scorpio,5,Warp Core,962
816,4211,Minesweeper,339,Nimitz of Cancer,21,Photon Beam,588,Hydrogen Bomb of Wolf 1961,32,Dark Energy of Gemini,4,Light Sail,370,Beryllium,383,Killer Drone,962
817,6205,Minelayer,350,Kongo,307,Particle Beam,574,Rail Gun,551,Dark Energy,707,Magnetoplasmadynamic Thruster,400,Graphene,349,Warp Core,962
818,117,Flaming The Tyrant Supply Ship of Gliese 667C +1,2,Einstein-Rosen The Indestructable Rutherford of Gemini +1,2,Gravity Canon of Aries,69,Spatial Torpedo,608,Electromagnetic,678,Fusion-Electric,384,Titanium,382,Supercosmic Voyager Disco Light of Aquarius,2
819,5698,Medical of Aries,10,Soryu,338,Tetryon Canon,578,Hydrogen Bomb,569,Quasar,728,Antimatter Rocket of Aries,162,Gold,559,Tractor Beam,917
820,4855,Tug,343,Kirov,314,Gravity Canon,567,Galactic The Indestructable Photon Torpedo of Wolf 1961,6,Quasar,728,Solid Fuel Rocket,353,Glass,349,Escape Pod of Libra,71
821,2962,Transport Ship,346,Soryu,338,Electron Beam,525,Thermonuclear Bomb,514,Nuclear,711,Light Sail,370,Carbon Fibre of Scorpio,36,Overclocked The Powerful Tractor Beam of Sagittarius +1,3
822,2601,Battleship,328,Cavour,328,Pulse Canon,612,Positron Torpedo,576,Overclocked The Tyrant Nuclear of Sagittarius +1,2,Infinite Improbability Drive of Virgo,83,Carbon Fibre,379,Tractor Beam,917
823,5876,Transport Ship,346,Arleigh Burke of Aquarius,20,Proton Beam of Libra,76,Photon Torpedo,582,Quantum,709,Solid Fuel Rocket of Cancer,147,Vibranium,377,Tractor Beam,917
824,4701,Destroyer,321,Kirov,314,Electron Beam,525,Hydrogen Bomb,569,Quasar,728,Fission-Fragment of Capricorn,172,Titanium of Aries,39,Galactic Havoc Killer Drone of Wolf 1961,7
825,148,Flaming Catastrophe Scout Ship of Gliese 667C +1,1,Nimitz,316,Particle Beam,574,Thermonuclear Bomb,514,Doomsday The Tyrant Gravitational of Leo,2,Lightning Havoc Infinite Improbability Drive of Virgo +1,6,Beryllium,383,Escape Pod,930
826,1180,Supply Ship of Virgo,5,Cavour,328,Proton Beam of Gliese 667C,38,Positron Torpedo,576,Gamma,755,Subatomic Havoc Light Sail of Taurus,4,Gold,559,Supercosmic Havoc Killer Drone of Aquarius,4
827,5678,Cargo,327,Arleigh Burke of Taurus,12,Plasma Beam,578,Thermonuclear Bomb,514,Quasar,728,Fission-Electric,407,Vibranium of Aries,42,Cocktail Bar,978
828,470,Medical of Gemini,6,Anti-gravitational Deluxe Twin Bed Missouri of Pisces +1,2,Plasma Beam,578,Positron Torpedo,576,Quantum of Gliese 667C,7,Galactic Ultimatum Ion Thruster of Wolf 1961,9,Carbon Fibre,379,Warp Core,962
829,2840,Tug of Gliese 667C,5,Arleigh Burke,327,Proton Beam,567,Galactic Havoc Hydrogen Bomb of Wolf 1961,5,Electromagnetic,678,Magnetic Sail of Gemini,92,Graphene,349,Warp Core of Libra,67
830,612,Tanker,343,Einstein-Rosen Adventurer Virginia of Gemini +1,2,Soliton Canon,568,Spatial Torpedo of Tau Ceti,99,Dark Energy,707,Ion Thruster,386,Copper,402,Anti-gravitational Adventurer Tractor Beam of Pisces +1,7
831,1927,Transport Ship,346,Ticonderoga,302,Plasma Beam of Virgo,37,Photon Torpedo,582,Anti-gravitational Adventurer Plasma of Pisces +1,1,Fusion-Electric,384,Wooden,407,Disco Light,960
832,908,Cruiser,363,Brandenburg,320,Subatomic Havoc Proton Beam of Taurus,3,Kinetic Energy Blast of Libra,69,Gamma,755,Alcubierre Drive of Tau Ceti,142,Lightning Voyager Glass of Virgo +1,4,Escape Pod,930
833,1354,Lightning Catastrophe Minelayer of Virgo +1,1,Kirov,314,Tetryon Canon of Cancer,71,Spatial Torpedo,608,Quantum,709,Infinite Improbability Drive,354,Beryllium of Cancer,40,Tractor Beam,917
834,893,Supercosmic Havoc Carrier of Aquarius,1,Liaoning of Libra,30,Plasma Beam,578,Positron Torpedo,576,Dark Energy,707,Light Sail,370,Einstein-Rosen The Powerful Glass of Gemini +1,5,Warp Core,962
835,6832,Tug,343,Arleigh Burke,327,Photon Beam of Gemini,30,Fractional Orbital Bombardment,585,Gamma,755,Fission-Electric,407,Wooden,407,Tractor Beam,917
836,5466,Tug,343,Missouri of Pisces,11,Gravity Canon,567,Spatial Torpedo,608,Plasma,737,Fission-Electric,407,Silicon Carbide,352,Cocktail Bar,978
837,1307,Doomsday Voyager Cargo of Leo,1,Liaoning,323,Particle Beam,574,Gravimetric Torpedo,540,Dark Energy,707,Alcubierre Drive,378,Silicon Carbide,352,Quantum Catastrophe Killer Drone of Scorpio,3
838,7249,Science Vessel,336,Admiral Kuznetsov,328,Particle Beam,574,Kinetic Energy Blast,610,Nuclear,711,Magnetoplasmadynamic Thruster,400,Beryllium of Cancer,40,Warp Core,962
839,7404,Cruiser,363,Barracuda,297,Starburst Stream,610,Positron Torpedo,576,Gravitational,689,Antimatter Rocket,395,Carbon Fibre of Aquarius,44,Disco Light,960
840,5212,Supply Ship,359,Incheon,306,Pulse Canon of Tau Ceti,79,Hydrogen Bomb of Wolf 1961,32,Dark Energy of Capricorn,12,Fission-Electric,407,Gold,559,Cocktail Bar,978
841,6533,Courier,326,Enterprise,319,Gravity Canon,567,Photon Torpedo,582,Plasma of Cancer,24,Magnetoplasmadynamic Thruster,400,Beryllium,383,Warp Core,962
842,2606,Cargo,327,Lightning The Benevolent Rutherford of Virgo +1,2,Plasma Beam,578,Fractional Orbital Bombardment,585,Plasma,737,Light Sail of Taurus,79,Vibranium,377,Escape Pod,930
843,7251,Carrier,289,Liaoning,323,Gravity Canon,567,Kinetic Energy Blast,610,Electromagnetic,678,Light Sail,370,Polystyrene,404,Cocktail Bar of Gemini,44
844,3168,Frigate of Sagittarius,3,Nimitz,316,Starburst Stream of Cancer,62,Photon Torpedo of Aries,79,Gravitational,689,Solid Fuel Rocket of Cancer,147,Polystyrene,404,Tractor Beam,917
845,1147,Frigate,328,Anti-gravitational Ultimatum Rutherford of Pisces +1,2,Subatomic The Powerful Proton Beam of Taurus,4,Electromagnetic Pulse Bomb,560,Gamma,755,Fusion-Electric,384,Polystyrene,404,Cocktail Bar,978
846,2503,Medical,325,Cavour,328,Gravity Canon,567,Positron Torpedo,576,Quantum Adventurer Quasar of Scorpio,1,Nuclear Fusion,365,Tungsten Carbide,571,Escape Pod,930
847,3932,Quantum Havoc Destroyer of Scorpio,3,Barracuda,297,Photon Beam of Capricorn,79,Positron Torpedo,576,Nuclear,711,Fission-Fragment of Capricorn,172,Copper,402,Killer Drone,962
848,5462,Carrier,289,Admiral Kuznetsov,328,Starburst Stream,610,Fractional Orbital Bombardment,585,Plasma of Aries,10,Light Sail,370,Carbon Fibre,379,Killer Drone of Wolf 1961,38
849,3947,Cargo,327,Enterprise,319,Plasma Beam of Aries,65,Kinetic Energy Blast,610,Electromagnetic,678,Nuclear Pulse,390,Copper,402,Anti-gravitational Havoc Cocktail Bar of Pisces +1,7
850,543,Overclocked The Powerful Destroyer of Sagittarius +1,2,Admiral Kuznetsov of Libra,33,Starburst Stream,610,Positron Torpedo of Capricorn,64,Quantum,709,Supercosmic The Indestructable Nuclear Pulse of Aquarius,8,Beryllium,383,Killer Drone,962
851,2306,Transport Ship of Aries,6,Liaoning of Tau Ceti,26,Electron Beam of Libra,78,Thermonuclear Bomb,514,Nuclear,711,Magnetic Sail of Gemini,92,Beryllium,383,Warp Core of Libra,67
852,7866,Dreadnought,350,Missouri,309,Electron Beam,525,Photon Torpedo,582,Gravitational,689,Fission-Electric,407,Adamantium,407,Warp Core of Aries,94
853,732,Medical,325,Admiral Kuznetsov,328,Plasma Beam,578,Spatial Torpedo,608,Galactic The Tyrant Quantum of Wolf 1961,2,Einstein-Rosen The Benevolent Magnetic Sail of Gemini +1,10,Titanium,382,Escape Pod of Cancer,76
854,1665,Scout Ship,335,Kirov,314,Proton Beam,567,Electromagnetic Pulse Bomb,560,Einstein-Rosen Adventurer Gamma of Gemini +1,1,Fission-Fragment,352,Carbon Fibre,379,Tractor Beam,917
855,1037,Cruiser,363,Kongo of Wolf 1961,20,Overclocked Catastrophe Starburst Stream of Sagittarius +1,7,Thermonuclear Bomb,514,Nuclear of Pisces,8,Subatomic The Destroyer Light Sail of Taurus,10,Silicon Carbide,352,Warp Core,962
856,4724,Carrier,289,Liaoning,323,Particle Beam,574,Gravimetric Torpedo,540,Plasma,737,Alcubierre Drive of Tau Ceti,142,Quantum Deluxe Twin Bed Wooden of Scorpio,5,Warp Core,962
857,553,Minelayer,350,Kongo,307,Photon Beam,588,Lightning Catastrophe Photon Torpedo of Virgo +1,2,Anti-gravitational Catastrophe Plasma of Pisces +1,3,Fusion-Fragment,354,Polystyrene of Gliese 667C,32,Cocktail Bar,978
858,5085,Courier,326,Brandenburg,320,Photon Beam,588,Gravimetric Torpedo of Taurus,42,Plasma,737,Subatomic Catastrophe Light Sail of Taurus,8,Diamond,387,Cocktail Bar,978
859,7355,Medical,325,Nimitz,316,Starburst Stream,610,Spatial Torpedo of Tau Ceti,99,Dark Energy,707,Fission-Fragment of Capricorn,172,Silicon Carbide,352,Warp Core of Cancer,74
860,4342,Battleship,328,Ticonderoga of Pisces,11,Pulse Canon,612,Thermonuclear Bomb,514,Gravitational,689,Quantum Deluxe Twin Bed Fusion-Fragment of Scorpio,5,Copper,402,Disco Light,960
861,2223,Supply Ship,359,Enterprise,319,Pulse Canon,612,Kinetic Energy Blast,610,Anti-gravitational Ultimatum Dark Energy of Pisces +1,2,Magnetoplasmadynamic Thruster,400,Polystyrene,404,Killer Drone,962
862,4020,Scout Ship of Aries,7,Koni,292,Tetryon Canon of Cancer,71,Hydrogen Bomb,569,Quantum,709,Antimatter Rocket of Aries,162,Carbon Fibre of Aquarius,44,Warp Core,962
863,7197,Carrier,289,Rutherford,352,Proton Beam,567,Fractional Orbital Bombardment,585,Dark Energy,707,Fusion-Fragment,354,Copper of Tau Ceti,40,Warp Core,962
864,7475,Tanker,343,Koni,292,Gravity Canon,567,Positron Torpedo of Scorpio,45,Quantum,709,Alcubierre Drive,378,Adamantium,407,Warp Core of Aries,94
865,42,Medical,325,Anti-gravitational Adventurer Rutherford of Pisces +1,3,Particle Beam,574,Einstein-Rosen Catastrophe Positron Torpedo of Gemini +1,3,Plasma,737,Einstein-Rosen Deluxe Twin Bed Magnetic Sail of Gemini +1,8,Vibranium of Capricorn,36,Escape Pod of Capricorn,92
866,7613,Tug,343,Kongo,307,Starburst Stream,610,Kinetic Energy Blast of Libra,69,Quantum,709,Fission-Electric,407,Glass,349,Cocktail Bar,978
867,2466,Courier of Pisces,4,Koni,292,Subatomic The Benevolent Proton Beam of Taurus,3,Photon Torpedo,582,Quantum,709,Fusion-Fragment,354,Tungsten Carbide,571,Tractor Beam,917
868,4321,Courier,326,Barracuda,297,Doomsday The Indestructable Pulse Canon of Leo,4,Thermonuclear Bomb,514,Dark Energy of Aries,22,Nuclear Pulse,390,Vibranium,377,Escape Pod,930
869,1239,Battleship of Pisces,3,Cavour,328,Electron Beam,525,Electromagnetic Pulse Bomb of Cancer,79,Lightning The Destroyer Quantum of Virgo +1,1,Magnetic Sail,378,Gold,559,Escape Pod,930
870,5642,Destroyer of Capricorn,13,Enterprise,319,Proton Beam,567,Kinetic Energy Blast,610,Quantum,709,Fission-Electric,407,Polystyrene,404,Cocktail Bar,978
871,1810,Subatomic The Destroyer Tug of Taurus,1,Virginia of Gemini,23,Particle Beam,574,Spatial Torpedo,608,Quantum of Aries,19,Infinite Improbability Drive,354,Titanium,382,Disco Light,960
872,2819,Carrier,289,Quantum The Benevolent Koni of Scorpio,3,Photon Beam,588,Rail Gun,551,Quantum,709,Kryptonite Thruster of Sagittarius,66,Tungsten Carbide,571,Cocktail Bar of Gemini,44
873,1231,Dreadnought,350,Brandenburg,320,Soliton Canon,568,Hydrogen Bomb,569,Gravitational,689,Flaming Havoc Fission-Electric of Gliese 667C +1,8,Quantum Deluxe Twin Bed Adamantium of Scorpio,2,Tractor Beam,917
874,2256,Tug,343,Koni,292,Pulse Canon,612,Thermonuclear Bomb of Tau Ceti,60,Dark Energy of Leo,12,Alcubierre Drive of Tau Ceti,142,Tungsten Carbide,571,Overclocked The Benevolent Tractor Beam of Sagittarius +1,6
875,2047,Supercosmic The Destroyer Battleship of Aquarius,1,Incheon of Libra,24,Pulse Canon,612,Kinetic Energy Blast,610,Quantum,709,Magnetoplasmadynamic Thruster,400,Gold,559,Escape Pod,930
876,1561,Cruiser of Gliese 667C,5,Cavour of Aquarius,13,Lightning The Indestructable Plasma Beam of Virgo +1,4,Photon Torpedo,582,Electromagnetic of Virgo,7,Alcubierre Drive,378,Diamond,387,Cocktail Bar,978
877,4258,Transport Ship,346,Koni,292,Electron Beam,525,Gravimetric Torpedo of Taurus,42,Quasar of Gemini,8,Galactic The Powerful Ion Thruster of Wolf 1961,9,Beryllium,383,Cocktail Bar,978
878,1708,Anti-gravitational The Destroyer Medical of Pisces +1,1,Admiral Kuznetsov,328,Tetryon Canon,578,Photon Torpedo,582,Quasar,728,Magnetoplasmadynamic Thruster,400,Diamond,387,Tractor Beam,917
879,1813,Frigate,328,Arleigh Burke of Wolf 1961,9,Einstein-Rosen Voyager Soliton Canon of Gemini +1,3,Rail Gun of Aquarius,37,Plasma,737,Kryptonite Thruster,405,Graphene of Gliese 667C,44,Escape Pod,930
880,2737,Carrier,289,Brandenburg,320,Starburst Stream,610,Spatial Torpedo,608,Nuclear,711,Lightning The Indestructable Infinite Improbability Drive of Virgo +1,3,Polystyrene,404,Warp Core,962
881,3959,Battleship,328,Kirov of Scorpio,14,Pulse Canon,612,Photon Torpedo of Wolf 1961,34,Gamma,755,Subatomic The Powerful Light Sail of Taurus,18,Silicon Carbide,352,Escape Pod of Aries,79
882,703,Minelayer,350,Kirov,314,Starburst Stream of Cancer,62,Fractional Orbital Bombardment of Scorpio,44,Dark Energy,707,Magnetic Sail,378,Overclocked The Powerful Diamond of Sagittarius +1,1,Doomsday Deluxe Twin Bed Disco Light of Leo,4
883,1069,Frigate,328,Ticonderoga,302,Pulse Canon,612,Photon Torpedo of Aries,79,Doomsday Havoc Electromagnetic of Leo,2,Nuclear Fusion,365,Lightning Adventurer Glass of Virgo +1,4,Killer Drone,962
884,7677,Courier,326,Barracuda,297,Proton Beam,567,Positron Torpedo,576,Dark Energy,707,Antimatter Rocket,395,Graphene,349,Warp Core of Tau Ceti,79
885,1216,Subatomic Catastrophe Cargo of Taurus,1,Admiral Kuznetsov,328,Quantum The Benevolent Soliton Canon of Scorpio,3,Thermonuclear Bomb,514,Electromagnetic,678,Magnetoplasmadynamic Thruster of Leo,71,Polystyrene,404,Escape Pod,930
886,2165,Anti-gravitational The Tyrant Dreadnought of Pisces +1,2,Liaoning of Aries,17,Photon Beam,588,Electromagnetic Pulse Bomb,560,Gamma,755,Ion Thruster,386,Titanium,382,Disco Light of Scorpio,36
887,2224,Minesweeper,339,Kongo,307,Photon Beam,588,Kinetic Energy Blast,610,Anti-gravitational Havoc Gravitational of Pisces +1,2,Infinite Improbability Drive,354,Gold,559,Killer Drone,962
888,2212,Dreadnought,350,Virginia,305,Starburst Stream,610,Overclocked Catastrophe Electromagnetic Pulse Bomb of Sagittarius +1,2,Nuclear,711,Fission-Fragment,352,Copper,402,Tractor Beam,917
889,3570,Supply Ship,359,Ticonderoga,302,Electron Beam of Taurus,46,Fractional Orbital Bombardment of Capricorn,80,Electromagnetic,678,Galactic Catastrophe Ion Thruster of Wolf 1961,6,Diamond,387,Cocktail Bar of Sagittarius,36
890,3965,Minesweeper,339,Brandenburg,320,Anti-gravitational The Benevolent Pulse Canon of Pisces +1,7,Fractional Orbital Bombardment,585,Plasma,737,Magnetic Sail,378,Polystyrene,404,Escape Pod of Tau Ceti,79
891,4060,Scout Ship,335,Virginia of Gemini,23,Doomsday Voyager Particle Beam of Leo,3,Spatial Torpedo,608,Gamma,755,Kryptonite Thruster,405,Graphene,349,Cocktail Bar,978
892,4843,Frigate of Scorpio,5,Kongo,307,Electron Beam of Gliese 667C,46,Fractional Orbital Bombardment,585,Gravitational,689,Fusion-Electric,384,Gold,559,Tractor Beam,917
893,7820,Minelayer,350,Kirov,314,Soliton Canon,568,Gravimetric Torpedo,540,Plasma,737,Light Sail of Taurus,79,Graphene,349,Tractor Beam,917
894,2105,Tug,343,Brandenburg,320,Plasma Beam,578,Gravimetric Torpedo,540,Gravitational of Aquarius,8,Fission-Fragment,352,Titanium of Libra,37,Einstein-Rosen Catastrophe Tractor Beam of Gemini +1,2
895,957,Quantum Deluxe Twin Bed Cruiser of Scorpio,1,Ticonderoga,302,Particle Beam,574,Photon Torpedo,582,Gamma,755,Nuclear Pulse,390,Lightning The Benevolent Diamond of Virgo +1,3,Disco Light,960
896,4633,Medical of Sagittarius,5,Dolphin,345,Plasma Beam,578,Gravimetric Torpedo,540,Nuclear,711,Kryptonite Thruster,405,Tungsten Carbide,571,Disco Light,960
897,5854,Battleship of Cancer,13,Incheon,306,Tetryon Canon,578,Positron Torpedo,576,Dark Energy,707,Infinite Improbability Drive of Virgo,83,Beryllium,383,Escape Pod,930
898,1262,Tanker,343,Liaoning,323,Overclocked The Indestructable Tetryon Canon of Sagittarius +1,4,Positron Torpedo,576,Gravitational of Tau Ceti,17,Galactic Adventurer Ion Thruster of Wolf 1961,6,Polystyrene,404,Tractor Beam,917
899,5781,Destroyer of Libra,12,Incheon,306,Proton Beam,567,Fractional Orbital Bombardment of Capricorn,80,Quasar,728,Ion Thruster,386,Copper,402,Cocktail Bar,978
900,2365,Minelayer,350,Dolphin,345,Gravity Canon of Virgo,39,Rail Gun of Aquarius,37,Gamma of Pisces,9,Fusion-Electric,384,Vibranium of Aries,42,Tractor Beam of Sagittarius,29
